"","text","topic","linenumber"
"2466","Ideas And Feature Requests For Dying Light Developers.","Feature requests",1821
"2467","To whom it may concern, I have already asked for this but I am putting it out there again and I will continue doing so until it is implemented it is not a want that I'm asking you to put in the game but A NÃˆED!!! I am a quadriplegic gamer that cannot use his hands properly and therefore I do not use a controller I use keyboard and a large trackball mouse with four buttons to play video games but what I am asking and pleading for is that you game designers of this wonderful game please implement MOUSE STEERING!!! It is a very small request and one that can be easily added to your game and would be supremely beneficial for your disabled gamer market and I'm sure we would be extremely grateful if it were to be added!","Feature requests",1822
"2468","Giving the zombies the ability to open doors . Depending on the type of infected, they can open more or less easily. Simple biter, for example, will struggle to break down a door by itself (it will eventually succeed), several biters however (at least two of them), the door will open faster. The virals, will open more quickly. And volatile will smash the doors without effort.  I would love this idea to be implemented in the game (why not only in nightmare difficulty ?) so that the player does not feel safe just because he closed a door. Edited January 7, 2016 by Vektor_Noirsang","Feature requests",1823
"2469","Another idea for the nightmare mode. A range of vision, enhanced for volatile (and enemy in general) but which is reduced when the player is crouching.  Another thing, the flashlight is used with some restraint. Infected sees the light in the form of a discrete red, with a much smaller range than humans. However, it remains visible to them at a certain distance, so it could be a source of problem, if an infected came to perceive it.In other words, short / medium range, they seek the source of light. the Night for now is to just run while spamming the survivor sense, it's too bad. How I can be frightened by monsters deaf and blind and that I can quite easily kill ? I hope the ""nigthmare difficulty"" is and will remain a challenge for players who are max level. ""Hunter By Day, Prey by night "".These words must not be forgotten, it must remain so, no matter what. ""Hunter by day, Hunter by night"" It is not interesting and it breaks the principle of the game.","Feature requests",1824
"2470","To whom it may concern, I have already asked for this but I am putting it out there again and I will continue doing so until it is implemented it is not a want that I'm asking you to put in the game but A NÃˆED!!! I am a quadriplegic gamer that cannot use his hands properly and therefore I do not use a controller I use keyboard and a large trackball mouse with four buttons to play video games but what I am asking and pleading for is that you game designers of this wonderful game please implement MOUSE STEERING!!! It is a very small request and one that can be easily added to your game and would be supremely beneficial for your disabled gamer market and I'm sure we would be extremely grateful if it were to be added!","Feature requests",1825
"2471","Would be super cool if we would get ANIMAL ZOMBIES like in Z Nation zombie series (my favorite zombie tv-series). For example big bear or gorilla zombies would be super cool. Also more little zombie animals would be cool. Hopefully we see more GRE in future also. It reminds me somehow of Umbrella Corporation in Resident Evil series and it (unethical corporation making zombie virus tests) worked there very well.   Thank you a lot for Dying Light, best game I have ever played. I hope you make Dying Light 2 for PC also. This game is way too good to be ended after Dying Light (1).","Feature requests",1826
"2472","Request: Support for virtual reality for future expansion, and small current feedback. Hello, I played 62 hours in the singleplayer campaign (main story and side quests) with the experimental VR support that currently has the game.(Oculus dk2).The game seemed to me simply stunning from this perspective, it is fantastic, and the part that I enjoyed more missions are indoors, both secondary and main story. The current support is weaker as the positional tracking, or the difficulty of reading the text of the table of skills, but still  95% was playable for me. I wanted to leave this little feedback request also with a view to future expansion the following:1: A good solution to the problem of text in current devkit 2 Oculus is to change the current color of the text of the description of skills.A perfect for this color is green, very significantly improves the viewing and reading text, and also believe that green makes sense with the game lore.This improvement could be applied both Dying light,as to the future expansion-The following. 2: Possible compilation with the sdk / runtime Oculus? Last for PC windows (0.7 or 0.8) might be a good idea.These new runtimes, now work much better with the direct mode.At present,no need for settings in extended mode, now is not necessary.On the other hand, new Nvidia drivers have also received new features for this. 3: Enable tracking postional, I'm not sure if this will be possible, or maybe the current problem to avoid this active function may be collision problems.In any case I leave it as the third point. If any of this possible, please appreciate that at least we can enjoy Dying Light and future expansion-The following dk2 VR with in the same way they have been doing until now.Greeting and sorry my english.  ","Feature requests",1827
"2473","To Dying Light team Thanks for creating one of the best open-world survival games ever! Ideas and RequestsI have seen a lot of requests to make the game harder.One of the ideas I have, is to use one of those devises that measure Radiation  ( DETECTION AND MEASUREMENT OF RADIOACTIVITY ).With this devise you will need to: check the radiation levels of areas and make sure you dont stay in the area for too long, or add a new mutated zombie (A zombie just as badass as the juggernaut) that made its nest in a ""nuclear power plant"", or that ate something radioactive. The requests that I want to make is to ask the Developers ot add a potato gun(CO2 Launcher) to the game as a portable weapon and a car/buggy mounted weapon.The reason why I am asking for a potato gun is not to make the game easier,but more fun and interesting. Becease a potato gun is not really a deadly weapon, the player can do multiple upgades to increase the CO2 capacity to make it stronger(increase shot distance) and increase number of shots.Upgrading the gun will unlock slots to load different things making it not the strongest but the most versatile and fun to use. The gun will not use many new items, but most of the existing items like: potatos,flares,molatov,firecrackers(or tin of meat to attract zombie, it should last longer than the firecrackers),different granades and glowing paint to mark moving targets.  Potato Gun Damage (CO2 capacity - 1 shot per unit)level 1 - The potato gun should do low damage when shooting a potato ( CO2-20 )upgrade to level 2 - Unlocks flares,molatovs and firecrackers or tin of meat ( CO2-30 )upgrade to level 3 - Unlocks glowing paint and adds impact damage to the item shot ( CO2-40 )upgrade to level 4 - Unlocks granades ( CO2-50 )  I would like to here what the team thinks of the potato gun ideacontact me at   wolff.khvz@gmail.comEdited January 14, 2016 by SilverWolff88","Feature requests",1828
"2474","Amazing game guys! Keep up the good work! Now, lets talk about weapon mods. They're a bunch of them but they all basically do the same exact thing: Bleeding, toxic, freezing, fire, and electric. Not to mention most of the top weapon mods are almost the same visually, stat wise, and effects. Maybe in the next one you could cut the number of weapon mods down, and introduce more unique ones. I haven't tried some of the special DLC ones you have, but those seem to be more interesting that just fire/electric. At least visually. You don't need to be too zangy either. ","Feature requests",1829
"2475","I'll be honest, I didn't read all 88 pages so I may request somethings that have been asked for already. PVP for Consoles - You have just released PVP for PCs. This has been an addition I've wanted from the first time I fought one of Rais thugs. It would be great if you could add 5-6 maps and maybe 3 game modes.Rumble (Free For All)Team Death MatchCapture the Safe Zones (Capture the flag derivative: Two 4v4 (6v6) teams pitted against each other who gain points for capturing and holding safe zones. AI would be included in this as well and would play a role in this mode. There would be a shortened day/night cycle as well with emphasis of having safe zones to be in. Night time would be insane with tons of Volatile and every other zombie roaming the streets and roof tops. Emphasis would be on capturing and holding safe zones.)VIP Protect - Large scaled Be The Zombie Game Mode with different rule set, and two Night Hunters. A team of humans, 5 escorts and 1 VIP. The VIP is only equipped with lockpicks and UV light to start. The humans all start with the same load out. UV lights, 5x firecrackers,  and machetes. Each checkpoint will have a locked box, which will have better gear that only the VIP can open. Each box will have its own set of equipment that gets better each time you reach a new checkpoint. The boxes get harder to open as well with each one ranging from easy to very hard. The VIP will recieve the highest level gear, while the escorts will recieve lower quality items. The main mission is to keep the VIP alive. If he dies, the game is over. If the VIP reaches the final checkpoint, the game is over. Other than that it could have a certain amount of deaths on either side for the game to end. Humans prize could be just like Be the Zombie but give a better chance of yellows to the VIP since its the harder job.Obviously this is an incredibly large undertaking and maybe your framework doesn't support this. However, it could potentially add hundreds of hours of game play for many people. This could also draw in another source of income for you, since I have plenty of friends who are turned off by this game based off the pure fact you don't offer PVP. 2.) Range Weapon - I know this may be addressed in the new DLC coming out, but ranged weapons aren't show cased enough. The lack of killing from distances is really a major drawback for me. One of Dying Lights biggest pro's is the ability to kill zombies in a multitude of ways. However, I think you missed the target with distance weapons. It doesn't make any sense that a lower survivor level can find weapons with higher damage outputs. Weapons drop like candy at higher levels, AND at better a tier. Why make an Orange Police Rifle that only does 184 when I can just use the 280 one I found at level 5? Add a scope to ONE gun. Give us the ability to play sniper and protect friends. In EVERY Zombie related game/movie there is ALWAYS a marksman. Someone who is good with a gun from range. Sniping is a huge part of many FPS games. Please give us the ability to snipe them from longer ranges. You could make a scope a Blue Print that you find at the end of the game for all I care, just make it available. Throwable weapons need more variety and need more love. I love playing as a Ninja, who silently and quickly dispatches enemies. I love to dawn my Ninja costume, grab my Katana, Bow, Modern Axes, and some Firecrackers and go out to town. The number of higher damage throwables just isn't there. You give us the ability to craft throwing stars with different elements, but don't extend that to the other weapons? Please, allow us to mod or add more variety into the throwable category.","Feature requests",1830
"2476","Hope anyone from Techland read this  1) Arena for players, PvP is great idea, I would really enjoy fighting with my friends. 2) Multiple crafting, because I don't want let my Enter die when I can craft 90x Aid Kit. 3) Restore previous equipment, it's really annoying when I got out from Bozak and have to get my equipment all over again. 4) Option to delete maximum level, cause when I finish everything there's nothing to do. Thanks for reading!Edited January 14, 2016 by wezu123","Feature requests",1831
"2477","Weapon Viewer Request - ability to preview weapons in 3d from your inventory. Some of the weapons are so cool looking, but you hide them from us. I'm assuming you have 3d models for everything already since all the weapons can be seen when on the ground - so why not make a previewer? Our Inventory houses all our weapons. It would be nice if you could hover over your weapon, open up the Upgrade Menu where you could insert clicker, kings, etc, and at the bottom have a button for preview. This would display your weapon as a 3d model with the ability to twist and tilt it. Your model forces people to use many different types of weapons.You limit the durability on a weapon, making it only last so long.You have over 180+ weapons in the game.You create Blue Prints that are supposed to give unique bonuses to weaponsModifying and Upgrading weapons is supposed to be a huge part of this gameSo with all of the mechanics you've introduced that is supposed to create diversity and more unique gameplay - you don't even allow us to enjoy them. It would be great to see how the Angel Swords modifications are setup different then the Electricutters is, or just see how it is even modded on our weapons. Some weapons have cool art that you can't enjoy cause you can barely see it. Allow us to see what the hell we are using before equipping it. Most games that have weapons have some sort of previewer of a weapon, so you know what it looks like. BF4, Destiny, Fallout, COD, etc. Just Dying Light doesn't and it could greatly benefit from it. Obviously it would be nice if each modification had a different visual. I'm guessing that isn't the case for all blue prints, but it would be cool to see different art for each weapon. Really give meaning to the blue prints.","Feature requests",1832
"2478","http://forum.techland.pl/topic/10999-when-is-techland-going-to-stop-the-hackers/ Please stop the hackers...not trying to be annoying.  I know you are trying hard to ""bullet-proof"" your software...it's just getting worse.","Feature requests",1833
"2479","WILDLIFE ZOMBIFIED I become a big fan of this game since I killed my very first zombie in the game, I bought season pass mainly because the ninja outfit and ever since that moment techland hadnÂ´t stop surprised me with all the dlc content, and now with the big expansion of ""the following"" my hype is out of the charts, but when I watch the gameplay I noticed there is no wildlife even in the country side, imagine the following: You are in your boogie leaving all low zombies behind, and then a pack o 3-5 rotten wolves start chasing you at boogie speed! or listening the roar of a mighty zombie bear at 10ft away, mount caguars, spiders, crows that cant shred you at night if you are not in the boogie or in the light, I really hope to see some wildlife in the dlc to add more challenge, or at least another dllc of new enemies in the future, what do you guys think? (btw this is my very first post so if Im in the wrong place I would apreciate if someone copy and paste the suggestion in the right forum) thanks for your attention. ","Feature requests",1834
"2480","how about a korek machete v3 ","Feature requests",1835
"2481","Hey guys, could you PLEASE implement mouse steering for THE FOLLOWING!? I am a disabled gamer (quadriplegic) sparalizowana? I may have spelt that wrong who loved Dying Light and Dead Island (even though it was practically impossible to drive in DI) and cannot use keyboard functions to steer vehicles (lost over $60 on Batman Arkham Knight due to this fact) I use a Kensington trackball mouse for all games and it is really easy to make this an option in video games its just that most game designers don't think about accessibilty for people like me ","Feature requests",1836
"2482","Hello, Everyone! Finally took the time to make an account here, After reading a great deal of this topic its amazing with all the cool ideas people are coming up with. However i myself feel like i have quite a reasonable request and if this has been asked before then please....Forgive me lol. I want to talk about the DEVtools, If this is the wrong place to do it bare with me, Don't get me wrong. The tools are awesome and the stuff people make is proof of that but what i and many MANY other people have been asking for is the ability to add custom projects into the live game. Personally, I have no idea why this feature didn't launch with the tools. Think all the custom Quests, Areas and other content we are missing out on just because we don't have this simple feature. There are people out there right now working on vast Dying Light projects basically trying to re-make the game just so they have a Verson they can edit and build on and i think that's crazy sad. We didn''t want tools so that you could make some silly crash course outside of the game for you to waste 10mins on.( No offense to the people that do enjoy that ) We wanted to help add on and build the game with you guys. When news 1st came out about "" DEVtools"" it was a big ray of hope that we would get legit modding tools for the game, Seriously go on YouTube and look up the videos of people being crazy excited that mods would be coming. When the tools came out, It was a massive slap in the face because all you could do was "" Make Maps "" most of the hopeful and passionate modding community on nexus died instantly and then they are some die-hards like me hoping for the day you add this amazing but simple feature. So please, For the sake of a better dying light and on behalf of what's left of the modding community, Give us a 2nd chance after the following has come out to grant us this option. thanks for your time and sorry for the wall of text. It needed to be said.","Feature requests",1837
"2483","Hey Techland, I have an awesome idea for you guys! Dying Light would be amazing in VR, using headsets like Playstation VR or Oculus! I can imagine the tension building up trying to get to a safe house at night while trying to avoid the monsters roaming though the darkness. I can see how awesome it would be cursing through a hoard of zombies in a buggie in VR. There are many more I can imagine in your game that would provide amazing experiences for us gamers. What are the possibilities of Dying Light becoming an optional VR game? Thanks guys!Chris","Feature requests",1838
"2484","Dear Techland,I have a problem with playing Dying Light in 3200x1800 with VSR, some blood, water and slime flickerings now. And cannot find how to turn it off.I may propose next idea -Make an official DLLauncher (or somehing like it) that will contains some options like in Dying Light Manager (http://www.nexusmods.com/dyinglight/mods/18/?). It doesn't work properly with the last patch of DL. There's a lot of interesting functions that may help people to improve their PC performance or game stability, like in my case.e.g. ""Rendering Reflections"" - its so good to help the gpu in game because practically all PC's now have a gpu bottleneck..If I can ""Disable Screendrops"" - I would get superior picture on my screen without flickerings etc.   Best Regardsklo4koandrew ","Feature requests",1839
"2485","To be honest Dying light is a great game and the developers are fantastic! I am polish myself and I thought about things that can be improved and added in the game as I have finished the game anyways and I am looking forward to more content in the future. Lets begin: 1. I thought about adding upgrades to guns would be nice for example giving the guns a torch, laser, different sights, increased magazine capacity and maybe even silencers? Would make the fire arms more deadly. Or even give the guns a little colour or style by making them different from the original. 2. In game character armour maybe? It would also be nice to recruit people to help you and even make your own gang for money and supplies. It would also be nice if you could build your own house on the country side (the following dlc) and make your own armoury where your weapons and clothes can be stored etc. 3. By playing the game for over 50 hours I didn't see any people or zombies or any kind of military clue of where they could of been so it would be nicer if you could have zombies from the military and abandoned vehicles like military jeep or abandoned tanks to make dying light slightly interesting. 4. Adding a gun like the revolver would be nice as the only handguns in game are the American pistol and german pistol so why not add a revolver? 5.Maybe having your own companion would help like having a dog in the game or something? That's all I could think of improving the game for now. I dziekuje mam nadzieje ze you are going to read this.Thank you/dziekuje","Feature requests",1840
"2486","""5. Maybe having your own companion would help like having a dog in the game or something?"" This would be great, like how the dog worked in CoD: Ghosts! You could send it out to do things.","Feature requests",1841
"2487","Hi, I have here some good requests for this game. Everything what i mention here is My opinion what i share with my friends. First of all... My english isnt the best but im trying to write currectly. What we realy need see in game is better Shields... Why better shields ? Becose they are realy useless in this moment, they are break realy easly, and without extra good usefull in combat with something/somebody. Maybe if you add them some durability (or u add repairing of them) its will be nice, but what they are really need is using something with tham in combo... like knifes, or one handed weapons... u know if you can use them and cut enemies in half ... it can be nice (for balance u can for example add faster stamina lost). Next thing what we really need is something trowable what auto get back. Like boomerang. Please add these shields becose we really need them in game, and in my opinion... this update get more player to using shields ...","Feature requests",1842
"2488","I would like to see more zombie art work and zombies in general.  I think you should have some zombie females with hair as well.  I noticed a lot of the women zombies don't have hair on their heads.  I think the ability to play other genders sometime in dying light such as Dying Light 2 where it wont get fowled up by the campaign as playing a male so you can attract a bigger audience.  I think they can possible make this a lot like the walking dead show but make it different and a lot of fun.  Character customization as well sounds like a nice addition if possible.","Feature requests",1843
"2489","Bozak horde sequel with harder challenges and stronger/faster zombies. A sniper rifle. Firearms attachments/blueprints. Drones. Easter update with Easter egg disguised bombs. 4th of July update with baseball bat blueprint that has a chance of sending a zombie flying in a direction and exploding into fireworks. New grapple mechanics (throwing zombies over railings, off of building tops, etc). Player versus player arena (similar to dark souls). New outfits (biologist, trigger happy, etc).","Feature requests",1844
"2490","I'd love to see an online ""Hunger Games"" type mode where people are given the same blueprints and they have to go out and scavenge for weapons and medkits while struggling to be the last man standing. Then get in game rewards for your campaign in a similar way that the Bozak Horde works with its tickets.","Feature requests",1845
"2491","I would like to see some sort of freezing attachment to weapons that can either freeze or slowdown movement on hits. And cuz i notice i allways have plenty money and nothing good to spend it on, then we could maybe have safe house u can buy from local npc's or buy parts to upgrade and build safehouses, to maybe costumize your own little house u like that you can show to ppl joining your game? i think u can tinker something with that idea  And for the buggie (car) how about chainsaws on the sides or something sharp to just cut off legs in highspeed for some awesome gore? and for weapon idea maybe blowdarts for silent sleeping effect? <-- not best idea but just a thought xD Im sure that many have also said something about cosmetics for your character that isnt a complete outfit to make yourself more uniqe, like beeing able to cosmetic changes on your shoes,masks,jacket,pants etc. But mostly on hardmode wich i play the most on u dont rly have much to spend your money on cuz u cant buy bullets or materials except for weapons wich i dont rly do cuz there are not many good items at the stores, so something that i would want to spend money on cuz i dont like to have much money xD i would want to hunt for more money if i get broke  It keeps me going ","Feature requests",1846
"2492","Ideas And Feature Requests For Dying Light Developers.","Feature requests",1847
"2493","I would love to see the ability to build or board up a safe house in the coop gameplay... that way you and your 3 friends can roam around find a good building and then hunker down... and then zombies attack your base at night... if it isn't strongly built then they have a chance to get in... at that point you have too fight them off or run... Maybe have a sewer system exit as a get away? Traps just in case they get in? that kind of thing, makes the coop game-play more team oriented... 3 people go out in the day time 1 stands guard they have too pick up supply's to re-enforce the base... At night if one of your guys gets caught out and makes a break for the safe house but ends up attracting a horde... he gets in the safe house but the horde starts attacking the safe house to which you then have too hope your safe house holds (unlikely) or you all escape...  Would this be possible? I agree with Suisidel we should be able to build our own bases.It would add more excitement to the game.","Feature requests",1848
"2494","What I would like to see is more weapons, and something to let us carry more ammo. Also I thought that the glowing sicle and machete were really cool. Those weapons have that cool effect that made me honestly come back to the game and play it for another month or so.  It gave those weapons a cooler and less dull look. One thing that I think would be a cool feature is actually stabbing enemies with bladded weapons.  For example takeing the katana and stabbing a zombie then once it falls to its knees just kick it and pull out the blade. One more thing that I think would be kinda cool is impact branded tied to ballons as a craft. I can just imagine haveing 10 helium balloons above a group of zombies then shooting the balloons with an assault rifle and make it rain. Anyway I still like the game and think it's one of the best zombie games I have played.","Feature requests",1849
"2495","I'd like to see a survival mode. Some type of a game where you can't win and difficulty increases all the way up. Dying Light is a great game but it becomes boring after you passed all the quests multiple times. So I end up just wandering here and there during nights and see how long I can survive on the ground with four pursuit stars and more than often I'm able to survive until dawn, that's frustrating. This game becomes too easy after a while. Ideally I'm thinking about something like a place or an NPC that you should protect against approaching waves of zombies, let's say, on a building's roof. Each next wave is tougher than the previous one. In between you have a little time to eat medkits, collect loot, possibly prepare and activate some traps on zombies' ways to detonate them later, etc. That's not a hard thing to design but potentially you can play such a scenario endlessly, especially if you add some variety in how this develops, what weapons you can choose, etc. Would be awesome to play this in coop. Zombie defense style of game.","Feature requests",1850
